player_id,season,player_display_name,team,games_played,ppr_pg_weighted,ppr_total_weighted,ppr_pg_last,ppr_pg_2yr_ago,ppr_pg_3yr_ago,games_played_last,games_played_2yr_ago,career_seasons,age_at_season_start,team_pass_rate_last,team_pts_per_game_last,team_plays_per_game_last,team_changed_offseason,pass_att_pg_last,pass_tds_pg_last,pass_yds_pg_last,rush_att_pg_last,rush_yds_pg_last,xfp_ppr_last,ppr_minus_xfp_last,pass_tds_regressed_last,yards_per_attempt_last,ppr_pg_slope_last_3,fantasy_points_ppr,fantasy_points_half_ppr,fantasy_points_ppr_per_game,fantasy_points_half_ppr_per_game,receptions,projected_ppr,projected_half_ppr,naive_proj,xfp_proj
00-0035710,2024,Daniel Jones,NYG,10,12.596242424242424,147.72,9.493333333333334,17.924444444444443,15.22909090909091,6.0,18.0,5.0,26.0,0.5329218106995884,18.079584775086506,57.1764705882353,0.0,26.666666666666668,0.3333333333333333,151.5,6.666666666666667,34.333333333333336,78.72,-21.759999999999998,0.8148148148148148,5.68125,-2.867878787878788,135.3,135.3,13.530000000000001,13.530000000000001,0.0,103.974686,103.93868609517813,151.89333333333335,78.72
00-0035710,2025,Daniel Jones,IND,13,12.758444444444445,130.532,13.530000000000001,9.493333333333334,17.924444444444443,10.0,6.0,6.0,26.0,0.5828402366863905,18.318339100346023,59.64705882352941,1.0,34.1,0.8,207.0,6.7,26.5,166.97,-31.669999999999987,1.0715341959334566,6.070381231671554,-2.197222222222221,226.44,226.44,17.41846153846154,17.41846153846154,0.0,172.715,172.7106955894269,216.48000000000002,166.97
00-0035993,2024,Tyler Huntley,MIA,5,7.677971428571429,44.174,5.124,11.410000000000002,11.805714285714288,5.0,6.0,3.0,26.0,0.4800347222222222,22.526315789473685,60.63157894736842,1.0,7.4,0.6,40.6,3.0,11.0,25.3,0.31999999999999673,0.37468354430379747,5.486486486486487,-3.340857142857144,60.66,60.66,12.132,12.132,0.0,36.610195,36.61019515991211,81.984,25.3
00-0035993,2025,Tyler Huntley,BAL,5,9.9574,50.928,12.132,5.124,11.410000000000002,5.0,5.0,4.0,26.0,0.5749027237354085,20.11764705882353,60.470588235294116,1.0,26.6,0.6,165.8,5.2,27.0,69.16,-8.5,0.9585585585585585,6.2330827067669174,0.3609999999999989,40.14,40.14,8.028,8.028,0.0,24.466906,24.293109893798828,194.112,69.16
00-0036212,2024,Tua Tagovailoa,MIA,11,16.14794871794872,257.05999999999995,15.712222222222222,17.763076923076923,13.916923076923077,18.0,13.0,4.0,26.0,0.5617455896007428,23.794117647058826,59.833333333333336,0.0,33.27777777777778,1.6666666666666667,267.94444444444446,2.111111111111111,5.5,298.33,-15.509999999999991,1.6243220692532332,8.051752921535893,0.8976495726495726,181.58,181.58,16.507272727272728,16.507272727272728,0.0,259.83575,259.7974964566529,251.39555555555555,298.33
00-0036212,2025,Tua Tagovailoa,MIA,14,16.394337995337995,216.886,16.507272727272728,15.712222222222222,17.763076923076923,11.0,18.0,5.0,26.0,0.5749027237354085,20.11764705882353,60.470588235294116,0.0,36.27272727272727,1.7272727272727273,260.6363636363636,1.5454545454545454,4.454545454545454,183.92,-2.339999999999975,1.6955531947184703,7.18546365914787,-0.6279020979020977,160.7,160.7,11.478571428571428,11.478571428571428,0.0,255.94547,255.80829295516014,264.11636363636364,183.92
00-0036264,2024,Jordan Love,GB,16,12.468780701754387,219.16400000000002,18.731578947368423,2.925,3.5233333333333334,19.0,4.0,3.0,26.0,0.5608465608465608,21.139318885448915,59.68421052631579,0.0,33.36842105263158,1.9473684210526316,243.42105263157896,2.9473684210526314,13.105263157894736,321.05,34.85000000000002,1.84046447052884,7.294952681388013,7.604122807017545,237.34,237.34,14.83375,14.83375,0.0,266.00574,265.90616446733475,299.70526315789476,321.05
00-0036264,2025,Jordan Love,GB,16,14.812223684210526,250.344,14.83375,18.731578947368423,2.925,16.0,19.0,4.0,26.0,0.48530805687203793,21.895424836601308,58.611111111111114,0.0,28.625,1.5625,225.0625,1.6875,5.8125,236.91,0.4300000000000068,1.4791033434650456,7.862445414847161,5.954375000000001,265.16,265.16,16.5725,16.5725,0.0,156.40733,156.35500160977244,237.34,236.91
00-0036355,2024,Justin Herbert,LAC,18,18.0034826546003,267.786,18.012307692307694,16.52111111111111,22.39764705882353,13.0,18.0,4.0,26.0,0.5951035781544256,20.602076124567475,62.470588235294116,0.0,35.07692307692308,1.5384615384615385,241.07692307692307,4.0,17.53846153846154,272.31,-38.150000000000006,1.5506566604127578,6.87280701754386,-2.1926696832579182,291.08,291.08,16.17111111111111,16.17111111111111,0.0,261.9342,261.91717723943293,288.1969230769231,272.31
00-0036355,2025,Justin Herbert,LAC,17,16.758470085470083,274.634,16.17111111111111,18.012307692307694,16.52111111111111,18.0,13.0,5.0,26.0,0.5298726738491675,19.84313725490196,56.72222222222222,0.0,29.77777777777778,1.3333333333333333,228.44444444444446,3.8333333333333335,17.0,276.7,14.379999999999995,1.3351449275362317,7.6716417910447765,-0.1750000000000007,296.94,296.94,17.467058823529413,17.467058823529413,0.0,210.47726,210.26127085089684,258.73777777777775,276.7
00-0036389,2024,Jalen Hurts,PHI,19,22.054708333333334,392.88,20.628888888888888,25.416666666666668,20.52375,18.0,18.0,4.0,26.0,0.5320855614973262,21.310457516339866,62.333333333333336,0.0,31.833333333333332,1.3333333333333333,228.22222222222223,8.777777777777779,33.888888888888886,400.31,-28.99000000000001,1.3589909443725743,7.169284467713787,0.052569444444444,411.56,411.56,21.661052631578947,21.661052631578947,0.0,318.50815,318.3709397315979,330.0622222222222,400.31
00-0036389,2025,Jalen Hurts,PHI,17,21.7269649122807,404.082,21.661052631578947,20.628888888888888,25.416666666666668,19.0,18.0,5.0,26.0,0.4122137404580153,22.714285714285715,62.38095238095238,0.0,23.789473684210527,1.2105263157894737,191.0,9.68421052631579,43.36842105263158,394.85,16.70999999999998,1.1675815305134,8.028761061946902,-1.8778070175438604,313.18,313.18,18.42235294117647,18.42235294117647,0.0,314.52408,314.375814050436,346.57684210526315,394.85
00-0036442,2024,Joe Burrow,CIN,17,17.146352631578946,248.212,14.716,21.396842105263158,18.977,10.0,19.0,4.0,26.0,0.6162324649298597,20.013840830449826,58.705882352941174,0.0,36.5,1.5,230.9,3.1,8.8,172.42,-25.25999999999999,1.5504424778761061,6.326027397260274,-2.1305000000000005,372.82,372.82,21.930588235294117,21.930588235294117,0.0,226.29999,226.20220763981342,235.456,172.42
